subbasn,data_cov,mask_v1,grid_cells,gen_flux,out_flux,ratio,retention,mask_v2,mask_final,ret_valid,name,river,categry,mouth,ddm30_d,stn30_d,contnnt,sea,seabasn,lon,lat,strahlr,area,ar_sqkm,land_ar,arlndfr,grd_cll,sbbsn_c,t_sbbsn_d,t_sbbsn_c,A_juC1,A_jmT1,A_jmT3,A_jmC1,A_jmC2,A_jdC1,wrld_rg,wrld_r_,mask,to_sea,mask_pnv,ret_final,method,ratio_final
1290.0,1.0,0,2,237113.633552,13485.400177,0.056873153917751,0.943126846082249,0,0,0.943126846082249,Basin128538,Basin128538,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,8.75,-0.75,1.0,6195.0,6154.003878,2650.319083,0.430665813,2.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.943126846082249,Calculated,0.05687315391775105
1291.0,1.0,0,4,81517.344833636,17891.830755016,0.219484954907822,0.780515045092178,0,0,0.780515045092178,Basin128593,Basin128593,individual river,0.0,0.0,0.0,not defined,,not defined,36.25,-0.75,1.0,6195.0,6154.231947,6080.345945,0.987994277,2.0,,,,,,,,,,Africa,Africa,0.0,0.0,0,,Masked (Endorheic),
1292.0,1.0,0,4,2505.7640248899997,560.750440896,0.223784217239138,0.776215782760862,0,0,0.776215782760862,Basin128604,Basin128604,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,41.75,-0.75,1.0,12391.0,12308.00776,12288.20025,0.998390681,4.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.776215782760862,Calculated,0.223784217239138
1293.0,1.0,0,9,4345.845643657,884.254771096,0.203471278918205,0.796528721081795,0,0,0.796528721081795,Basin128605,Basin128605,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,42.25,-0.75,1.0,15489.0,15385.92197,13633.28236,0.8860881,5.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.796528721081795,Calculated,0.20347127891820505
1294.0,1.0,0,1,174502.20353472,174502.20353472,1.0,0.0,1,1,,Basin128721,Basin128721,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,100.25,-0.75,1.0,3097.0,3077.001939,1750.176227,0.568792696,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1295.0,1.0,0,5,299048.419334589,42650.442221589,0.14262052384858,0.85737947615142,0,0,0.85737947615142,Basin128727,Basin128727,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,103.25,-0.75,2.0,9292.0,9230.549693,9027.364068,0.9779877,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.85737947615142,Calculated,0.14262052384858004
1296.0,1.0,0,1,1121.17474153,1121.17474153,1.0,0.0,1,1,,Basin128728,Basin128728,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,103.75,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1297.0,0.0,1,1,0.0,0.0,,,1,1,,Basin128729,Basin128729,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,104.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1298.0,1.0,0,4,84522.379937127,2409.6161931300003,0.028508617420882,0.971491382579118,0,0,0.971491382579118,Basin128739,Basin128739,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,109.25,-0.75,1.0,9293.0,9231.005817,6041.107988,0.654436592,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.971491382579118,Calculated,0.028508617420881954
1299.0,1.0,0,33,746875441.6553261,2420.495808,3.240829291e-06,0.999996759170709,0,0,0.999996759170709,Basin128756,Basin128756,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,117.75,-0.75,3.0,74344.0,73846.90627,66809.44559,0.904702024,24.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999996759170709,Calculated,3.2408292910401926e-06
1300.0,1.0,0,3,95830.8923656,62132.198919400005,0.648352502889802,0.351647497110198,0,0,0.351647497110198,Basin128760,Basin128760,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,119.75,-0.75,1.0,6195.0,6153.547754,5044.287202,0.819736419,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.351647497110198,Calculated,0.6483525028898021
1301.0,1.0,0,1,6890.8728,6890.8728,1.0,0.0,1,1,,Basin128761,Basin128761,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,120.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1302.0,1.0,0,1,14048.24720682,14048.24720682,1.0,0.0,1,1,,Basin128764,Basin128764,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,121.75,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1303.0,1.0,0,1,4559.05591703,4559.05591703,1.0,0.0,1,1,,Basin128765,Basin128765,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,122.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1304.0,1.0,0,2,7194.36664216,7194.36664216,1.0,0.0,1,1,,Basin128766,Basin128766,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,122.75,-0.75,1.0,3097.0,3077.001939,1498.124787,0.486878077,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1305.0,0.999999999999886,0,2,3334.84222496,3334.84222496,1.0,0.0,1,1,,Basin128767,Basin128767,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,123.25,-0.75,1.0,3097.0,3077.001939,1929.54916,0.627087405,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1306.0,1.0,0,2,2322.092302,2322.092302,1.0,0.0,1,1,,Basin128775,Basin128775,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1307.0,1.0,0,2,8646.932482,8646.932482,1.0,0.0,1,1,,Basin128776,Basin128776,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.75,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1308.0,0.999999999999886,0,2,4332.5197673,4332.5197673,1.0,0.0,1,1,,Basin128777,Basin128777,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,128.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1309.0,1.0,0,1,5236.657692,5236.657692,1.0,0.0,1,1,,Basin128782,Basin128782,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.75,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1310.0,1.0,0,2,18525.922425999997,18525.922425999997,1.0,0.0,1,1,,Basin128783,Basin128783,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,131.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1311.0,1.0,0,3,114852.4817958,70514.0657306,0.613953348051889,0.386046651948111,0,0,0.386046651948111,Basin128784,Basin128784,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,131.75,-0.75,1.0,6195.0,6154.003878,4914.646976,0.798609665,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.386046651948111,Calculated,0.6139533480518891
1312.0,1.0,0,1,32526.80720947,32526.80720947,1.0,0.0,1,1,,Basin128787,Basin128787,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,133.25,-0.75,1.0,3097.0,3077.001939,2380.098082,0.773512051,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1313.0,1.0,0,2,146159.33308639,32262.44505039,0.22073475821979,0.77926524178021,0,0,0.77926524178021,Basin128788,Basin128788,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,133.75,-0.75,1.0,6195.0,6153.547754,4744.350811,0.770994392,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.77926524178021,Calculated,0.22073475821979005
1314.0,1.0,0,1,727.0464669,727.0464669,1.0,0.0,1,1,,Basin128789,Basin128789,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,134.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1315.0,1.14e-13,1,2,0.0,0.0,,,1,1,,Basin128791,Basin128791,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,135.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1316.0,1.0,0,2,3095.45151727,3095.45151727,1.0,0.0,1,1,,Basin128792,Basin128792,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,135.75,-0.75,1.0,3097.0,3077.001939,1339.7849,0.435418933,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1317.0,0.999999999999886,0,2,174.8303727,174.8303727,1.0,0.0,1,1,,Basin128793,Basin128793,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,136.25,-0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1318.0,0.999999999999972,0,2,101.12491755,101.12491755,1.0,0.0,1,1,,Basin129057,Basin129057,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-91.75,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1319.0,1.0,0,4,1754.99995928,1754.99995928,1.0,0.0,1,1,,Basin129058,Basin129058,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-91.25,-0.25,1.0,3097.0,3077.230008,1640.173194,0.53300312,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1320.0,0.999999999999886,0,6,296.76303359999997,296.76303359999997,1.0,0.0,1,1,,Basin129059,Basin129059,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-90.75,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
1321.0,1.0,0,2,49027.608041249994,49027.608041249994,1.0,0.0,1,1,,Basin129080,Basin129080,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-80.25,-0.25,1.0,3097.0,3077.230008,2126.385893,0.691006486,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1322.0,1.0,0,2,18823.20493556,4314.62383811,0.229218342619168,0.770781657380832,0,0,0.770781657380832,Basin129140,Basin129140,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-50.25,-0.25,1.0,6195.0,6154.231947,5451.52549,0.885817359,2.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.770781657380832,Calculated,0.22921834261916796
1323.0,1.0,0,2,7121.959496755,3920.550068805,0.550487554807259,0.449512445192741,0,0,0.449512445192741,Basin129141,Basin129141,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-49.75,-0.25,1.0,6195.0,6154.231947,4990.586333,0.810919441,2.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.449512445192741,Calculated,0.550487554807259
1324.0,1.0,0,4,17820.25632827,17820.25632827,1.0,0.0,1,1,,Basin129142,Basin129142,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-49.25,-0.25,1.0,3097.0,3077.230008,2122.114728,0.689618495,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1325.0,1.0,0,6,2951.68538224,2951.68538224,1.0,0.0,1,1,,Basin129143,Basin129143,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-48.75,-0.25,1.0,3097.0,3077.230008,1747.594289,0.567911493,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.6664,Size Mean (Size 6),0.3336
1326.0,0.999999999999943,0,4,204.96359015,204.96359015,1.0,0.0,1,1,,Basin129144,Basin129144,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-48.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1327.0,1.0,0,2,19917.4784685,19917.4784685,1.0,0.0,1,1,,Basin129259,Basin129259,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,9.25,-0.25,1.0,3097.0,3077.230008,1081.524564,0.351460424,1.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1329.0,0.999999999999991,0,5,1027983.70720705,92591.61239115,0.090071089397627,0.909928910602373,0,0,0.909928910602373,Basin129440,Basin129440,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,99.75,-0.25,2.0,9293.0,9231.690024,5984.883746,0.648297736,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.909928910602373,Calculated,0.09007108939762698
1330.0,1.0,0,13,13585129.898606462,2502.3134798419997,0.000184195035198,0.999815804964802,0,0,0.999815804964802,Basin129448,Basin129448,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,103.75,-0.25,2.0,30978.0,30771.3878,27711.14819,0.900549184,10.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.999815804964802,Calculated,0.00018419503519795377
1331.0,0.999999999999972,0,2,9966.438196,9966.438196,1.0,0.0,1,1,,Basin129449,Basin129449,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,104.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1332.0,1.0,0,2,1219.9648634,1219.9648634,1.0,0.0,1,1,,Basin129450,Basin129450,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,104.75,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1333.0,1.0,0,45,20456850.83701031,1985684.9831492,0.097066992323018,0.902933007676982,0,0,0.902933007676982,Basin129459,Basin129459,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,109.25,-0.25,3.0,92934.0,92312.3389,91452.25436,0.990682886,30.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.902933007676982,Calculated,0.09706699232301796
1334.0,1.0,0,3,304395897.63368326,304252828.8095623,0.999529990958376,0.000470009041624,0,0,0.000470009041624,Basin129475,Basin129475,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,117.25,-0.25,1.0,6195.0,6154.460016,5964.60112,0.969151007,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.000470009041624,Calculated,0.999529990958376
1335.0,1.0,0,4,5447.7343795,5447.7343795,1.0,0.0,1,1,,Basin129480,Basin129480,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,119.75,-0.25,1.0,3097.0,3077.230008,1449.790292,0.471134848,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1336.0,1.0,0,2,2112.0294587999997,2112.0294587999997,1.0,0.0,1,1,,Basin129484,Basin129484,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,121.75,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1337.0,1.0,0,4,7116.25307353,7116.25307353,1.0,0.0,1,1,,Basin129495,Basin129495,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1338.0,0.999999999999886,0,4,7578.55203164,7578.55203164,1.0,0.0,1,1,,Basin129496,Basin129496,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.75,-0.25,1.0,3097.0,3077.230008,1810.424334,0.588329221,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1339.0,1.0,0,2,3041.6755860000003,3041.6755860000003,1.0,0.0,1,1,,Basin129501,Basin129501,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1340.0,1.0,0,2,9685.9001845,9685.9001845,1.0,0.0,1,1,,Basin129502,Basin129502,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,130.75,-0.25,1.0,3097.0,3077.230008,2182.220916,0.709151058,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1341.0,0.999999999999886,0,4,4722.394165600001,4722.394165600001,1.0,0.0,1,1,,Basin129503,Basin129503,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,131.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1342.0,1.0,0,4,16709.451381500003,16709.451381500003,1.0,0.0,1,1,,Basin129505,Basin129505,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,132.25,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1343.0,0.999999999999886,0,4,5825.92658711,5825.92658711,1.0,0.0,1,1,,Basin129506,Basin129506,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,132.75,-0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1344.0,0.500000000000028,1,4,0.0,0.0,,,1,1,,Basin129800,Basin129800,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-80.25,0.25,1.0,6195.0,6154.460016,3075.904072,0.499784557,2.0,,,,,,,,,,South_America,Central and South America,1.0,1.0,1,0.75,Fixed (Size <= 4 Grids),0.25
1345.0,1.0,0,2,1382.69228429,1382.69228429,1.0,0.0,1,1,,Basin129861,Basin129861,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,-49.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1347.0,1.0,0,15,224502.1710981,18343.971209,0.081709549263042,0.918290450736958,0,0,0.918290450736958,Basin129979,Basin129979,individual river,0.0,0.0,0.0,not defined,Atlantic Ocean,not defined,9.25,0.25,2.0,15489.0,15385.92197,11809.24702,0.767535871,5.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.918290450736958,Calculated,0.08170954926304197
1348.0,0.999999999999858,0,4,2355.2931417400005,2355.2931417400005,1.0,0.0,1,1,,Basin130047,Basin130047,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,43.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Africa,Africa,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1349.0,0.999999999999972,0,4,138980.891519,138980.891519,1.0,0.0,1,1,,Basin130159,Basin130159,individual river,0.0,0.0,0.0,not defined,Indian Ocean,not defined,99.25,0.25,1.0,3097.0,3077.230008,1358.079451,0.441331798,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1350.0,1.0,0,4,32771.589431779,8382.206444079,0.255776622050277,0.744223377949723,0,0,0.744223377949723,Basin130168,Basin130168,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,103.75,0.25,1.0,6195.0,6154.460016,4185.183642,0.680024508,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.744223377949723,Calculated,0.25577662205027696
1351.0,0.999999999999972,0,2,310.8722604,310.8722604,1.0,0.0,1,1,,Basin130178,Basin130178,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,108.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1352.0,1.0,0,6,527236.138283548,200788.437219948,0.380832083843168,0.619167916156832,0,0,0.619167916156832,Basin130179,Basin130179,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,109.25,0.25,1.0,9293.0,9231.461955,8748.971538,0.947734127,3.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.619167916156832,Calculated,0.380832083843168
1353.0,0.999999999999972,0,2,7623.8703311,7623.8703311,1.0,0.0,1,1,,Basin130196,Basin130196,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,117.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1354.0,1.0,0,4,3616.5914395,3616.5914395,1.0,0.0,1,1,,Basin130200,Basin130200,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,119.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1355.0,1.0,0,2,5687.16504538,5687.16504538,1.0,0.0,1,1,,Basin130201,Basin130201,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,120.25,0.25,1.0,3097.0,3077.230008,1480.092629,0.480982125,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1356.0,0.999999999999972,0,2,1992.4879803,1992.4879803,1.0,0.0,1,1,,Basin130202,Basin130202,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,120.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1357.0,0.999999999999972,0,2,6133.59134788,6133.59134788,1.0,0.0,1,1,,Basin130203,Basin130203,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,121.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1358.0,1.0,0,4,67718.1225363,33.2611755,0.00049117096361,0.99950882903639,0,0,0.99950882903639,Basin130204,Basin130204,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,121.75,0.25,1.0,6195.0,6154.231947,3009.726678,0.489049926,2.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.99950882903639,Calculated,0.0004911709636099548
1359.0,1.0,0,2,1606.1222815,1606.1222815,1.0,0.0,1,1,,Basin130205,Basin130205,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,122.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1360.0,1.42e-13,1,4,0.0,0.0,,,1,1,,Basin130206,Basin130206,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,122.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,1.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1361.0,0.999999999999972,0,4,13612.5613636,13612.5613636,1.0,0.0,1,1,,Basin130207,Basin130207,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,123.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1362.0,0.999999999999972,0,4,9465.5152982,9465.5152982,1.0,0.0,1,1,,Basin130208,Basin130208,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,123.75,0.25,1.0,3097.0,3077.230008,1144.329489,0.371869989,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1363.0,0.999999999999858,0,4,2612.8042261,2612.8042261,1.0,0.0,1,1,,Basin130209,Basin130209,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,124.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1364.0,1.0,0,4,1812.3424398,1812.3424398,1.0,0.0,1,1,,Basin130215,Basin130215,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1365.0,1.0,0,4,13385.9911469,13385.9911469,1.0,0.0,1,1,,Basin130216,Basin130216,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,127.75,0.25,1.0,3097.0,3077.230008,1572.643029,0.511058005,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1366.0,0.999999999999972,0,4,7532.9114711,7532.9114711,1.0,0.0,1,1,,Basin130217,Basin130217,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,128.25,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1367.0,0.999999999999972,0,2,6048.679802,6048.679802,1.0,0.0,1,1,,Basin130218,Basin130218,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,128.75,0.25,1.0,3097.0,3077.230008,0.0,0.0,1.0,,,,,,,,,,Asia,Asia,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
1368.0,0.999999999999858,0,3,324.42584668,324.42584668,1.0,0.0,1,1,,Basin130520,Basin130520,individual river,0.0,0.0,0.0,not defined,Pacific Ocean,not defined,-80.25,0.75,1.0,3097.0,3077.001939,0.0,0.0,1.0,,,,,,,,,,South_America,Central and South America,0.0,1.0,0,0.75,Fixed (Size <= 4 Grids),0.25
